Skill,Count
spc methods,1
data science specialization,1
master's in education,1
exam calendars,1
fellowships,1
awards,1
academic honors,1
opportunity week,1
mba program,1
corporate wellness program with wellness time off and rewards,1
fully paid parental leave,1
401k retirement savings plan with company match,1
generous paid time off provisions,1
employerpaid short and longterm disability programs,1
payment history,1
retail domain,1
open office layout,1
salary packaging,1
analytics systems,1
planning systems,1
value driver trees,1
software control,1
service monitoring,1
retail cpg,1
observability metric,1
batch production,1
generalizability of models,1
predictive power,1
sensitivity analysis,1
thinfilm technologies,1
maa,1
nda,1
clinical drug development,1
health authority inspections,1
ecrf completion,1
platform engineering architecture,1
distributed development,1
universal precaution,1
high complex testing,1
moderate complex testing,1
sop documentation,1
training documentation,1
credit insurance,1
prepayments,1
bank references,1
credit bureau reports,1
variance evaluation,1
channel management,1
enterprise revenue,1
high gm business,1
alliances,1
experimental application work,1
cloud computing (aws or azure),1
impact evaluation,1
strategic review,1
theory of change review,1
annual report review,1
biannual strategic review,1
quarterly reporting,1
writing reports,1
research hypothesis,1
outcome development,1
7+ years of engineering experience,1
bachelor's degree in engineering or science,1
u.s. secret security clearance,1
nist privacy framework,1
paid family medical leave,1
onsite medical clinic,1
biblical studies,1
us,1
privacy incidents,1
data subject access,1
privacy assessments,1
desire to work with data and help businesses,1
experience with database technologies,1
810 years of experience in data science,1
data implementation approaches,1
epic clarity reporting and revenue cycle modules,1
lab support,1
lab,1
research and recommendations,1
build and release processes,1
travel discounts,1
uncapped earning potential,1
log data processing,1
data platform instrumentation,1
microsoft azure adf,1
pittsfield ma office,1
sn,1
vin,1
revoquest,1
inventory auditing,1
large scale data,1
5+ years of configuration or data management experience,1
unit test cases,1
front end application,1
front end coding,1
single page application,1
mvvm,1
3 years of supervisory experience in data center builds operations,1
36 years of experience in material handling operations,1
stock control records,1
audit preparation,1
protocol training,1
radiological images,1
imaging platforms,1
data review and analysis,1
phase i ii and iii trials,1
oscilloscope,1
system board,1
us navy weapon control systems,1
s1000d,1
style sheets,1
dtd,1
data acquisition systems (das),1
hardware in the loop (hitl),1
heating ventilation and air conditioning,1
storage area network,1
network attached storage,1
filesystem management,1
firewall and networking configuration,1
rules based validation systems,1
compliance management systems,1
webbased mapping tools,1
less,1
sass,1
google colab,1
instrumentation data,1
fastpaced learning,1
it setting,1
record overlays,1
scanned document corrections,1
epic chart corrections,1
irig106 ch10 recording,1
flight test or lab test environments,1
par (program special access),1
microsoft window family,1
symvionics iads software,1
social groups,1
80 schedule,1
sea systems command,1
strategic systems command,1
new database setup,1
web server and middleware tools,1
office operations,1
member services,1
complex technical analytical professional services,1
user needs identification,1
data storage organization presentation,1
progress report generation,1
special report generation,1
directive preparation,1
agenda preparation,1
adherence to requirements,1
completeness checking,1
emass (electronic maintenance & status system),1
apms (army portfolio management system),1
recruit engineering talent,1
workflow improvements,1
it systems management,1
security expertise,1
arista solutions,1
cisco solutions,1
procon analysis,1
it software development,1
hospital training,1
experience with industry standards,1
ability to negotiate,1
lab data types,1
cdisc and sdtm terminology,1
metadata repository (mdr),1
medidata rave (edc),1
cadmspecific experience,1
cadm (configuration and data management),1
serial development,1
direct active monitoring (dam),1
active monitoring (am),1
communicable disease reporting and surveillance system (cdrss),1
cdrss redesign,1
home placement,1
travel season,1
concept development,1
requirements specification,1
vehicle data processes,1
electrical architecture,1
elasticsearch stack,1
ibm apis,1
remedyforce,1
bi publisher reports,1
availability management,1
mortgage credit lending,1
mortgage brokering,1
managed service,1
agile development experience,1
ckan,1
arabic language,1
nonstandardized data,1
early warning systems,1
food security analysis,1
fews net,1
8+ years of experience in automotive or software industry,1
german (language),1
data definition tools,1
busnet,1
integration skills,1
integration and testing,1
sport teams,1
discretionary pto,1
resultsoriented and proactive mindset,1
confidentiality and handling sensitive information,1
labor laws and regulations,1
7+ years' hr business partner experience,1
master's degree or hr certification,1
company social events,1
business casual dress code,1
travel assistance and eap,1
discounted gym memberships,1
parental leave top up,1
health drug vision and dental benefits,1
health and wellness accounts,1
mortgage broker license,1
residential underwriting,1
data capabilities adoption,1
data requirements translation,1
business and analytics environment bridging,1
technical and analytics partnership,1
upstream and downstream data collaboration,1
statistical data reporting,1
data management initiatives,1
business process definition,1
ability to use hands and body for extended periods,1
ability to stand and walk for extended periods,1
use of personal protective gear,1
virtual machine setup,1
windows server os & winpe os,1
dynamic work environment,1
professional corporate culture,1
telecommuting opportunities,1
networking (l2l4),1
clearml,1
hardware teams,1
wireless systems,1
autonomous systems (av),1
bci,1
neural interfaces,1
data pipelines from hardware sensors,1
production model training and deployment,1
experiment management tracking (hydra wandb neptune),1
sdk development,1
termination of tenancies,1
tenant support,1
lettings,1
scheme management,1
data literacy enablement,1
gas reimbursement,1
paid sabbatical,1
car allowance,1
large projects,1
ground up work,1
data center mission critical,1
light industrial construction,1
credit card networks,1
distributed clusters,1
product values,1
angular 2.0,1
rest web services,1
hybrid infrastructure,1
virtual,1
data path performance tuning,1
ike,1
whole slide images,1
digital pathology archive,1
regulatory decisions,1
realworld evidence,1
biologicallyrelevant disease subtypes,1
embedding models,1
multimodal deep learning,1
common data model ehr standards,1
personalized therapeutic recommendations,1
disease outcomes,1
histologybased computational biomarkers,1
digital microscopy slides,1
inference pipelines,1
clinical discovery,1
client and property management,1
lease review and interpretation,1
fluency in spoken and written english,1
excellent publication track record,1
hpc cluster experience,1
programming and statistical software experience (python and r),1
multigpu multinode training,1
large vision models,1
computational pathology,1
significant experience in machine learning techniques,1
phd md or md,1
internal servers,1
highperformance computing cluster,1
radiology images,1
imaging research warehouse,1
freetext clinical notes,1
raw waveform electrocardiogram data,1
patient ehr,1
computational and information sciences,1
flight physics,1
government knowledge,1
webscraping,1
application building,1
vehicle systems,1
combustion processes,1
multifunctional technology,1
material science and technology,1
optical signal processing,1
human modeling,1
atmospheric characterization,1
autonomous agents,1
clinical pathology (cm),1
12 months hospital training program,1
internal control design,1
college or post graduate laboratory experience,1
graduate of an mls,1
medical laboratory scientist (mls or mt),1
wellness organization,1
traditional machine learning,1
statistics modeling,1
timeseries algorithms,1
cognitive science,1
engineering physics,1
computer and systems engineering,1
human computer interaction,1
human language processing,1
published efforts,1
expected study completion period,1
research direction,1
research topic,1
microsoft office (project excel word),1
circuit boards,1
idrac,1
system indicators,1
tia606,1
data center hardware,1
human resources (hr) practices,1
distribution management,1
emergency rooms,1
hospitals,1
planning and organizing skills,1
basic laboratory skills,1
or contracted service drug screens certification,1
dot dhs and,1
mt or mls(ascp) certified or eligible,1
hospital or reference laboratory experience,1
mission operation support services,1
sensor systems,1
vehicle design validation,1
highperformance instrumentation,1
ethernet networks,1
lin networks,1
can networks,1
embedded controls,1
general supervision,1
lab science,1
associate degree in information technology systems,1
comptia a+ certification,1
tiers 1 and tiers 2,1
populating databases,1
scanning gun,1
cadd,1
agile delivery leadership,1
cost and delivery timelines management,1
capital markets 101,1
securities 101,1
financial industry concepts,1
acid,1
message hub,1
sqldbt,1
3 years of experience,1
file system monitoring,1
malware detection,1
web application firewalls,1
azure information protection (aip),1
bromium,1
cylance,1
network perimeter security,1
nycbased inperson environment working from the office most days of the week,1
passion for the company's technology and its impact,1
teamfirst mentality committed to mentoring and being mentored,1
willingness to jump across multiple disciplines,1
highdegree of autonomy and technical authority,1
ability to iterate quickly in the nearterm while planning for the longterm,1
510 years of experience in the field or exceptional candidates with fewer years and strong experience,1
experience owning systems at small and medium scales,1
strong experience in building production ml systems,1
llms nlp reinforcement learning probabilistic graphs deep learning,1
workflow orchestration monitoring visibility experimentation and a,1
complex ml workflows design evaluation experimentation and monitoring,1
machine learning operations (ml ops) engineering,1
team member management,1
business & it stakeholder engagement,1
sdlc processes adherence,1
residential landscape design,1
bla or mla,1
pool studio,1
master data documentation,1
bpmn2,1
llb,1
commitment to professional development,1
legal research and analysis,1
drafting and negotiating agreements,1
data compliance audits,1
tech law,1
a knack for spotting engineering talent,1
product ownership: experience owning a product endtoend,1
products geared to finance professionals,1
experience with financial workflows and corporate financial data,1
hiring: knack for spotting and recruiting engineering talent,1
datadriven insights generation,1
customer experience optimization,1
iosh,1
health and safety certifications,1
c&g,1
cnidp,1
ctpm,1
technical knowledge in data communications,1
health safety and environmental legislation,1
communication technology regulations,1
hw resource management,1
ddp,1
h100 gpus,1
bf16,1
fp8,1
cute,1
relational dbms (mysql oracle),1
pre functional testing,1
cxl design validation and testing,1
flexibility to adapt to new technologies,1
problemsolving and troubleshooting expertise,1
linux commands and utilities,1
ai hardware and software architecture,1
hardware software and product engineering teams,1
data analysis of manufacturing test logs,1
rootcausing of pcie device related failures,1
caching technologies,1
kafka messaging service,1
cloud (azure gcp aws),1
driver monitoring systems (dms),1
data technologies experimentation,1
loyalty program development,1
preferred experience,1
preferred licensure,1
preferred education,1
media mix models,1
establishing relationships,1
analyzation,1
experience in lh engineering css&t,1
data analysis based business,1
simulation & training,1
experience in engineering,1
customerfacing roles in aeronautical industry,1
information technology),1
bachelor's or master's in industrial engineering (aeronautics,1
configurations tools,1
cd development environments,1
design & code review,1
privacy and confidentiality,1
scholarly record,1
ocean engineering,1
waymo driver,1
player relationship management,1
data base systems,1
guest relations,1
hotel management,1
player lists,1
cmp,1
player tag management,1
direct mail vendor management,1
data base management,1
cross functional collaboration,1
preferred other,1
preferred certifications,1
diversity and inclusion initiatives,1
cash compensation,1
datadriven systems architecture,1
executive decisionmaking,1
resource stewardship,1
microsoft dynamics gp,1
ellucian ethos,1
ellucian insights,1
team foundation server (tfs),1
technical implementation,1
personnel assessment,1
software procurement agreements,1
enterprise initiatives,1
crosschapter problem solving,1
application development tools,1
talent sourcing,1
certificate lifecycle management,1
production rampups,1
x86 or arm64 processors,1
datacenter compute or storage system development,1
validation testing and characterization,1
pcie system and interface troubleshooting,1
snowflake logical data warehouse,1
design dimensional model,1
windows admin,1
8+ years of experience in cloudnative platforms,1
10+ years of experience in microservices and realtime apis,1
8+ years of experience in data pipelines,1
20+ years of experience,1
gpu application,1
enterprise development,1
data integrity tooling,1
sports experience,1
repetitive task handling,1
sports writing,1
sports statistics gathering,1
workflow adherence,1
accuracy verification,1
statistics tracking,1
sports data monitoring,1
computational geometry,1
geometric features,1
thermomechanical response,1
advanced pattern recognition,1
commitment to customer service,1
consultative sales skills,1
commercial real estate knowledge,1
highlevel language understanding,1
five years of experience,1
r statistical package,1
streaming data loads,1
microbatches,1
cd pipeline automation,1
data cloud architect,1
3 years of financial or sales management experience,1
gotomarket experience,1
banking or insurance,1
digital learning platforms,1
night work availability,1
evening work availability,1
afternoon work availability,1
early morning work availability,1
weekend work availability,1
shift work availability,1
bsu contact research,1
college database research,1
marketing presentations,1
image capturing,1
iam level 3,1
data warehousing documentation,1
bi tools (webfocus,1
implementing information systems,1
hand and power tools,1
support staff,1
background in data science preferred,1
knowledge of clinical data standards (e.g. cdisc) helpful,1
prior software development experience in some combination of idl python c c++ or perl,1
demonstrated knowledge of linux,1
demonstrated ability with the r statistical package and ability to manipulate data and create reports,1
prior experience with mysql use and administration,1
amt certified,1
adversarial search,1
goalbased search,1
probabilistic knowledge representation,1
decision theoretic knowledge representation,1
logical knowledge representation,1
information technology landscape understanding,1
data landscape understanding,1
complex information interpretation,1
business sponsorship,1
data project management,1
cell phone use,1
computer or tablet use,1
labor unions list creation,1
pta list creation,1
businesses research,1
bachelor's degree in computer science or data science,1
projectspecific safety plans,1
safety trainings and testing,1
incident and injury investigations,1
bcsp chst certification,1
fa certification,1
aflac,1
employee assistance programs,1
life and accidental death and dismemberment insurance,1
457 retirement plan,1
vision and dental insurance,1
standardized procedures,1
precision instruments,1
antibiogram,1
antimicrobial stewardship,1
bls certified,1
proactive awareness of new enhancements to the system which will affect existing or future implementations,1
superior customer service skills with high level of responsiveness,1
relies on instruction to plan and accomplish goals,1
system and information flows,1
personalization or data management,1
experience working across varying business and technical functional units,1
familiarity with software version control,1
knowledge of data visualization tools and libraries,1
proficiency in programming for data analysis,1
strong ds design knowledge,1
ability to identify innovative solutions,1
ability to break down and understand complex business problems,1
ability to lead analysis efforts,1
5+ years of data science experience,1
10+ years of technical experience,1
master's degree in data science (preferred),1
relies on experience and judgment to plan and accomplish goals,1
data center knowledge,1
infrastructure knowledge,1
network augmentations,1
military unit structures and researching unit compositions and structure,1
database development and leading,1
information assurance technician level ii (iat ii) certification,1
documentation of processes,1
validates the application of operational controls,1
provides for supplier certification and implementation,1
supports the supplier management process,1
supports supplier capability assessments,1
and manage projects,1
interface with clients define and manage improvements to the process or services provided,1
or productivity,1
innovative thinker who can process improvements to address quality cost reduction cycle time and,1
field associates,1
3rd party suppliers,1
total cost of ownership,1
total productive maintenance,1
overall equipment efficiency,1
cloud governance plans,1
nccer certification,1
u.s. citizenship (for classified information access),1
equal employment opportunities (eeo),1
multidisciplinary environment,1
independent execution,1
analytic curiosity,1
project contributions,1
resourcing decisions,1
business cases analysis,1
tradeoffs analysis,1
evidence use,1
leading others,1
fisheries science,1
slack knowledge,1
baseball scoring knowledge,1
data scoring,1
policy administration systems,1
instec,1
salesforce velocity,1
mapping lineage,1
mistral,1
llama 2,1
senior machine learning engineer,1
flink applications,1
thrift,1
global tech,1
ranking models,1
lead data scientist engineer,1
eligibility for access to sensitive compartment information (sci) in accordance with intelligence community directive (icd) 704 and special access program (sap) in accordance with sap nomination policy (sapnp) with no disqualifying security issues that will deem a candidate ineligible for access,1
a final dod top secret clearance,1
current ssbi or federal investigative standard tier 5 (t5) or tier 5 reinvestigation (t5r) within the last 6 years,1
experience working in a dynamic schedule constrained and complex security environment,1
demonstrated good oral and written communication skills,1
experience with big data artificial intelligence machine learning modeling and simulation and architecting data flows between systems,1
experience with digital engineering and model base systems engineering,1
5+ years of experience in data science data analytics or similar fields,1
mission assurance,1
rapid capability development,1
vlook ups,1
visual accuracy,1
developer,1
sr. data analyst,1
**software:**,1
**languages:**,1
savvy,1
**frameworks:**,1
hyper automation,1
decision intelligence,1
notaries,1
insurance adjusters,1
home inspectors,1
form i9,1
department of homeland security,1
social security administration,1
regular business hours,1
vehicle identification numbers,1
revoquest software,1
productionizing machine learning models,1
experience with devops practices and ci,1
at least one implementation of using large language models with a gpubased infrastructure,1
experience with cloud platforms for deploying and scaling ai systems,1
at least 5 use case implementations in decision intelligence predictions and 3 use cases in hyper automation,1
ability to design and implement scalable modular ai,1
understanding of machine learning techniques nlp algorithms and ocr,1
proficiency in python java and other programming languages used in ai development,1
7+ years of experience in ai nlp and ocr development,1
bachelor's or master's in computer science artificial intelligence or related field,1
**requirements:**,1
contextual understanding,1
feedback management,1
no code platform,1
low code,1
ai solution architecture,1
**concepts:**,1
proposal participation,1
standard body work monitoring,1
market trend monitoring,1
tactical direction,1
total system development,1
total system design,1
total system conceptualization,1
user consulting,1
purchase management,1
bidding,1
standard establishment,1
design recommendations,1
streaming processing,1
metrics layer,1
data content architectural design,1
understanding of data privacy regulations security best practices and ethical considerations in ai development,1
salesforce modules and capabilities,1
functional architecture,1
global business requirements,1
core data management (cdm),1
aws cloud tools,1
algorithm validation,1
algorithm testing,1
ability to seek out and implement new technologies,1
thomson reuters document intelligence,1
land data management software,1
land data analysis,1
autogen,1
68 years of work experience,1
emerging technology analysis,1
technology tool analysis,1
marketing study participation,1
data governance modernization,1
industry frameworks,1
computing environment certification,1
oconus,1
conus,1
sitfor,1
opfor,1
abcanz,1
nato,1
fms web,1
ctc,1
ste,1
simnet,1
industry methodologies,1
client deliverables,1
user interviews,1
marking schemes,1
assessment development,1
awesome company events,1
adoption leave,1
paid parental,1
comprehensive health vision and dental insurance,1
travel to technology conferences,1
eagerness to stay ahead of industry trends,1
mentor to junior engineers,1
collaborative communicator,1
technology conferences,1
cloud technologies (aws),1
esri’s arcgis,1
data management certification,1
project management best practices,1
data catalog modernization,1
data management plan (dmp),1
ascp categoricalist certification,1
bs or ba in related science,1
naacls accredited medical laboratory science program,1
corrected results,1
highly complex testing,1
immunohematologic laboratory procedures,1
hematologic laboratory procedures,1
immunologic laboratory procedures,1
microbiologic laboratory procedures,1
chemical laboratory procedures,1
clinical laboratory assistant,1
scholarship,1
assessment tasks,1
discussion forum,1
learning experience design,1
jlcctc,1
jten,1
gscnet,1
physical components,1
educational systems,1
sql server dbms,1
rdbms development,1
ms sql server enterprise,1
accountability for student achievement,1
rubric of effective teaching,1
effective teaching,1
21 cfr 11,1
ich gcp,1
microsoft tools (sharepoint word excel),1
sae and thirdparty data reconciliations,1
data transfer agreements (dtas),1
data center use cases,1
compute platform architecture,1
decision makers,1
driven approach,1
mitigation risks,1
platform validation progress,1
collaborators,1
internal roadmap decision forums,1
forums,1
platform validation function,1
complex business problem solving,1
agile resources,1
infosec procedures,1
equitable & effective instruction,1
content knowledge,1
nsc,1
cdash standards,1
python ml modeling libraries,1
opensource r,1
real world biomarker data,1
telco ecommerce,1
ecommerce project management,1
nctn integrations,1
ecogacrin guidelines,1
nci guidelines,1
cdisc compliance,1
sdtm mapping,1
presentation capabilities,1
platform & memory subsystem architecture,1
ai application landscape,1
memory space,1
business process issues,1
logical modelling,1
physical modelling,1
rewards programs,1
clustertocluster communication,1
query routing,1
query planners,1
database optimizers,1
patient services,1
cluster algorithms,1
multivariate linear regression,1
event horizon,1
google pub,1
rest api design,1
forms development guidelines,1
clinical data management procedures,1
bo4 reporting,1
ibm's infosphere data stage,1
construction controls,1
emphasys elite,1
section 8 hcv specialist,1
bank payment integrations,1
data governance policy adherence,1
data trustee,1
data domain health assessment,1
data domain design,1
data qaqc,1
decentralization,1
open source apache stack,1
enterprisescale data warehouses,1
masters or phd,1
quip,1
restful services development,1
aws certified machine learningspecialty,1
aws certified data analyticsspecialty,1
aws certified databasespecialty,1
aws certified cloud practitioner,1
id federation,1
cloud data warehouse management,1
treasury,1
data mart framework,1
liquidity management,1
asset liability management,1
treasury data management,1
cnn (convolutional neural networks),1
rnn (recurrent neural networks),1
monte carlo methods,1
data integration tools and techniques,1
data integration between business systems,1
site maintenance,1
site improvement,1
design inception,1
user behavior data,1
epidemiological datasets,1
biomedical database,1
phenotyping,1
mapping tool investigation,1
algorithm investigation,1
data source investigation,1
research project planning and management,1
academia,1
free drinks,1
career mobility,1
industryleading benefit plans,1
aws certified solutions architectprofessional,1
interdepartmental qa,1
manufacturer guidelines,1
onsite and hybrid positions,1
bachelor's degree in data analytics,1
iia professional practices and standards,1
continuous auditing,1
bms controls system,1
data center design engineering,1
colocation (colo),1
designsolutions,1
data center upgrades,1
event support,1
critical equipment,1
operating procedure reviews,1
operational issues,1
equipment submittal review,1
costing,1
bom structure,1
icost tool administration,1
oem cost claim validation,1
npi (new product introduction) bom and service cost,1
kpi database maintenance,1
sap (preferred),1
personal and professional integrity,1
red shift,1
one market,1
onecup,1
ivend,1
ability to lead and manage a team,1
passion for machine learning,1
mtascp,1
mltascp,1
email and ms teams,1
teradata architecture,1
negotiating,1
graph algorithms,1
knowledge of data privacy,1
creating effective visualizations,1
proficiency in data cleaning,1
certified business analysis professional (cbap),1
phishing scam warning,1
complex matters,1
document review and retrieval applications,1
pcbased and online technologies,1
ocgs,1
setup,1
price troubleshooting,1
materials cost,1
secondary cold storage,1
rpc calls,1
sso capabilities,1
query planner,1
university and unitlevel policies,1
collaborative work environment,1
work environment organization,1
concomitant medication logs,1
tumor measurement logs,1
deviation logs,1
adverse event logs,1
screening and enrollment logs,1
policy and procedure adherence,1
multidisciplinary team collaboration,1
clinical issue resolution,1
share point,1
executivelevel administrative support,1
strategies for change,1
program level metrics,1
program integration,1
team leadership experience,1
or model based engineering,1
architecture and,1
integrated functional capability process,1
tools and architecture,1
estimates at complete (eac),1
automated metrics,1
business acumen of investment types,1
gaap accounting principles,1
stat accounting principles,1
webbased development,1
open source data tools,1
lean six sigma black belt,1
advanced data science skills,1
research and selfteaching,1
complex data content,1
outcome prediction,1
relationships between variables,1
improvement goals,1
nonnormal distributions,1
sampling theory,1
descriptive and inferential statistics,1
process simulation,1
complex visualization,1
gis data mapping,1
qualitative and quantitative techniques,1
intel and le databases,1
analyst notebook,1
computer system operation,1
prescribed procedures,1
complex problem analysis,1
documentation research,1
form processing,1
data entry management,1
data submission verification,1
technical problem resolution,1
individual judgment,1
learning and career development,1
children's health,1
becker's healthcare,1
university of texas southwestern medical center,1
machine learning and artificial intelligence (udacity nanodegree),1
sas predictive modeling,1
sas developer,1
data bricks data engineering platform,1
lake house architecture,1
authorized work permit,1
ibm security access manager,1
open id connect,1
oauth 2,1
urban code build,1
soma scripting,1
datapower automation,1
navy database,1
undergrad degree,1
minimum 5 years of experience,1
uat test case preparation,1
business scenario preparation,1
two years school experience with proven excel proficiency,1
two years of college or technical school experience,1
life skills,1
core subjects,1
pmld,1
semh,1
pda,1
adhd,1
sen,1
experience with graph databases and technologies,1
industrial information,1
information gathering,1
cdc pipelines,1
microsoft azure cloud solutions,1
data bricks engineering solutions,1
near realtime architecture,1
server less realtime,1
cloud data bricks infrastructure,1
3+ years of relevant professional experience,1
b.s. or b.a. in quantitative analytical or computational discipline,1
active secret federal security clearance,1
enhanced child workforce dbs,1
send students,1
daytime,1
home schooled,1
year groups,1
dedicated team,1
self employed tutor,1
online sessions,1
secondary level,1
primary level,1
learning outcomes,1
tracking learning progress,1
challenging behavior,1
hyperscale (aws gcp azure),1
data architect experience,1
ability to learn new software,1
ada policies,1
pci policies,1
tessitura,1
box office management,1
accelerated reader,1
alps connect,1
edulink,1
proficiency in querying data using sql,1
experience performing rpa using uipath and orchestrator,1
experience using power automate,1
m.s. or m.a. in quantitative or computational discipline,1
remote hybrid or onsite work,1
proficiency in python and power bi,1
a statement on research,1
a statement on teaching,1
list of references,1
statement on diversity equity and inclusion,1
business sensitivity,1
user empathy,1
wealth and affinity screenings,1
online express payment portal,1
blackbaud products,1
technical functionality integration,1
hadoop solution lifecycle management,1
testing and implementation,1
stakeholders and vendors,1
collaboration with crossfunctional teams,1
data sources (internal and external),1
data analytics systems,1
education code 42356,1
smoke and tobacco free,1
data warehouse security,1
flat files (csv),1
semistructured (json),1
sqlbased scripting languages,1
tracing techniques,1
explain plans,1
parallelization techniques,1
inmemory data structures,1
multinode data distribution,1
clery act crime statistics,1
executive order 1083,1
covid19 vaccine recommendations,1
us equivalency certification,1
sample publications,1
business plan targets,1
data and ai team profitability,1
cloud solution architects,1
recruitment strategies,1
sales opportunities,1
p&l and budget,1
bid management process,1
technical excellence,1
data and ai services,1
azure adoption and implementation tools,1
building it infrastructure projects,1
ml paradigms,1
linux nlp,1
mobile products and platforms,1
smoke & tobaccofree,1
ccr title 5 article 9,1
corporate audit services,1
it healthcare,1
communication management,1
productionized apps,1
election analytics,1
travel (london),1
platform implementation,1
data environment optimization,1
data platforms management,1
departmental budget,1
remote team,1
reporting writing skills,1
lateral thinker,1
training packages,1
realisation,1
utilisation,1
downstream users,1
modeling constructs,1
repository management,1
metadata model development,1
metadata consolidation,1
strategic data planning,1
enterprise data modeling tools,1
software related discipline,1
mechanical infrastructure commissioning,1
electrical infrastructure commissioning,1
technical procedure writing,1
enterprise risk management,1
emerging risks,1
privacy and security,1
globalization,1
stakeholder reporting,1
ethernet technologies,1
general office assistance,1
technical literature,1
acumulo,1
sphinx,1
nutch,1
latent semantic indexing,1
data clustering,1
entity identification,1
collaborative tools,1
ethics and integrity,1
learning and development platforms,1
oneonone meetings,1
securities data experience,1
stakeholder training,1
enterprise projects,1
requirements and design,1
onshore and offshore team,1
senior business analysts,1
qa best practice,1
industry solutions,1
reusable assets,1
dna center,1
arista eos,1
cisco ios iosxe nxos iosxr,1
network os,1
arista switching platforms,1
asr 9000 series routers,1
asr 1000x series routers,1
nexus 9000 series data centre switching platform,1
cisco switching & routing platforms,1
multicast routing,1
current and target state assessments,1
architecture approaches,1
strategy alignment,1
web marketing,1
adobe experience cloud,1
adobe campaign,1
honest,1
risks and controls,1
least privilege principle,1
zero trust networking,1
defense in depth,1
storage over ip,1
classic tdm,1
sdh,1
sevone,1
hpna,1
acams or other relevant designation,1
experience using modelbased representations,1
define data shared across the enterprise,1
define strategic core and support processes,1
capture tactical and strategic enterprise goals,1
act as liaison conveying information needs of the business to it and data constraints to the business,1
experience in the application of business architecture standards principles and policies,1
advanced knowledge of industry standard business and enterprise architecture meta modeling tooling and frameworks (bizbok® togaf®),1
experience in independent development and relationship mapping,1
expert ability to influence and explain complex architecture recommendations,1
experience working with waterfall and agile methods,1
proven experience designing unique business architecture approaches,1
4 years of handson experience developing business architecture,1
8 years of business architecture experience,1
bachelor's degree or 8 years of experience,1
business modeling methods,1
functional and technical requirements,1
technical solution and architecture,1
business and it operations,1
otlp,1
big data developer lead,1
business engineering or computer science degree,1
energy industry experience,1
data etl processes,1
prioritization and decisionmaking,1
data solutions delivery,1
data sourcing and processing,1
market and persona analysis,1
power and renewables,1
enterprise cost efficiency strategy,1
opensource contributions,1
us military experience (optional),1
external quality assurance requirements,1
internal quality assurance requirements,1
measurable targets,1
underperformance,1
one to ones,1
best practice,1
team targets,1
nurture,1
client's standards,1
data assessors,1
team of it,1
it industry related qualification,1
queuing,1
distributed high scale systems,1
35 years relevant work experience,1
reusable artifacts,1
gcp architectures,1
gcp solutions,1
gcp best practices,1
interface processes,1
app engine,1
team debriefing,1
followup marketing,1
construction cost database input,1
record drawings,1
closeout procedures,1
longterm relations,1
contract scope of work negotiation,1
request for information negotiation,1
bachelor's degree in business intelligence data analytics statistics or informatics,1
ao requirements,1
quality assurance strategy,1
sas trak,1
automated reentry management system (arms),1
birds eye view perception,1
deep neural network training,1
sensor modalities (camera radar lidar),1
obstacle perception,1
excellent interpersonal verbal and written communication skills,1
ability to apply analytical skills,1
two years experience in him it or healthcare,1
high school diploma or g.e.d.,1
health records,1
scanned document correction,1
accounting cost management software,1
method of procedures creation,1
data center terminology,1
gcp design patterns,1
ckls,1
ms sql server 2012 2017+,1
payperclick (ppc),1
search engine marketing (sem),1
prospect engagement activities,1
communityoriented workplace,1
401k hsa and life insurance,1
ppo medical dental vision,1
hmo plan,1
professionalism and work habits,1
treatment models,1
contractual parameters,1
substance abuse knowledge,1
reporting and documentation,1
policy and procedure implementation,1
health information protection,1
wound care,1
digestive health,1
cardiac testing,1
sleep medicine,1
cancer center,1
health care organization,1
evidencebased care,1
clinical excellence,1
preventive actions,1
level 15 inspection and acceptance testing,1
cost of poor quality,1
army corps of engineers,1
malcolm baldridge,1
mcse data management and analytics [ms sql server] exam 70762 or exam 70464 or exam 70465 or oracle certified professional (ocp),1
iat ii 8570 baseline certification sec+ce or equivalent,1
dod 8570.01m iat level ii computing environment (ce) certification,1
rpa testing,1
rpa design,1
data quality control processes,1
webfocus8,1
analyticsbased decision making,1
bi support,1
3rd level engineering or construction management qualifications,1
methodical problem solving,1
csa site engineer,1
data lake strategy,1
data council meetings,1
zero trust access policy coverage,1
analytics security standards,1
primary and specialty physician practices,1
rehabilitation,1
urgent care,1
vision loss,1
blindness prevention,1
nonprofit organizations,1
events management,1
google calendar,1
patrolling,1
helpfulness,1
vigilance,1
contact center data,1
rpa platforms,1
rpa business cases,1
large data processing,1
rpa quality assurance,1
rpa documentation,1
rpa implementation,1
rpa automation,1
shop floor system,1
spc,1
u1,1
isos,1
pfds,1
pcms,1
report execution,1
paid leaves,1
machining,1
cost consciousness,1
machine operations,1
vulnerable sector check,1
public health experience (1 year),1
valid class 5 driver's license,1
registered or eligible for registration with carna or crns,1
visual impairment,1
reproducible analytics,1
multiarm experiments,1
nonparametric models,1
report and dashboard development,1
adhoc data analyses,1
google insights,1
continuous development (ci,1
full stack development tools and technologies,1
voip solutions,1
rtl designs,1
verilog,1
ml compiler stack,1
softwarehardware codesign,1
npu,1
ml performance architect,1
general education degree,1
ehs plans,1
pay range: $30$31 per hour,1
12 months,1
contract opportunity,1
financial metadata,1
asset lifecycle,1
datacenter analyst,1
leading and lagging indicators,1
